sq_mt_built,n_rooms,n_bathrooms,floor,has_central_heating,has_ac,has_fitted_wardrobes,is_exterior,has_terrace,has_balcony,has_storage_room,District,Neighborhood,Avg_price_distr,Avg_price_neigh,has_sum,rent_price_area,Neigh_cluster,house_type_id_HouseType 2: Casa o chalet,rent_price
115,2.0,2,3,0,1,1,1,0,0,0, Chamartín , El Viso ,1950,3136,3,16.52173913043478,7,0,1900.0
50,1.0,1,0,0,1,1,1,0,0,0, Chamartín , Nueva España ,1950,2310,4,17.0,6,0,850.0
80,2.0,1,5,0,0,1,1,1,0,0, Moratalaz , Marroquina ,956,937,3,11.25,2,0,900.0
50,2.0,1,0,0,0,0,1,0,0,0, Villaverde , Los Rosales ,843,867,0,11.0,1,0,550.0
155,5.0,1,4,0,1,0,0,0,0,0, Chamberí , Gaztambide ,1671,1448,2,15.483870967741936,6,0,2400.0
90,2.0,2,2,0,0,1,0,0,1,0, Centro , Huertas-Cortes ,1355,1450,3,14.444444444444445,7,0,1300.0
70,3.0,1,5,0,0,1,0,0,0,0, Chamberí , Gaztambide ,1671,1448,2,18.571428571428573,6,0,1300.0
40,1.0,1,3,0,0,1,0,0,0,0, Chamberí , Gaztambide ,1671,1448,2,19.25,6,0,770.0
75,3.0,1,4,0,0,1,1,0,0,0, Puente de Vallecas , Numancia ,775,787,2,11.2,4,0,840.0
110,2.0,2,6,0,1,1,1,0,1,1, Barrio de Salamanca , Castellana ,2079,2512,5,18.181818181818183,8,0,2000.0
60,1.0,1,6,0,1,1,1,1,0,0, Barrio de Salamanca , Castellana ,2079,2512,3,29.166666666666668,8,0,1750.0
118,3.0,2,2,1,1,0,1,1,1,0, Barrio de Salamanca , Castellana ,2079,2512,5,20.338983050847457,8,0,2400.0
85,3.0,1,3,0,0,1,0,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,2,14.764705882352942,6,0,1255.0
55,2.0,1,1,0,0,0,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,0,19.636363636363637,6,0,1080.0
120,3.0,2,9,1,0,1,1,0,0,1, Fuencarral , La Paz ,1744,1615,3,13.125,2,0,1575.0
75,2.0,2,2,0,1,1,1,0,0,0, Usera , 12 de Octubre-Orcasur ,932,848,3,10.666666666666666,1,0,800.0
30,1.0,1,2,0,1,0,1,0,0,0, Puente de Vallecas , Numancia ,775,787,2,23.333333333333332,4,0,700.0
65,2.0,1,3,0,0,1,1,0,0,0, Latina , Lucero ,992,964,3,12.307692307692308,2,0,800.0
100,3.0,2,2,0,1,1,1,0,1,0, Moncloa , Argüelles ,2151,1727,3,18.0,6,0,1800.0
60,3.0,1,6,0,1,1,0,0,0,0, Chamberí , Gaztambide ,1671,1448,3,21.666666666666668,6,0,1300.0
62,3.0,1,4,1,0,0,1,0,0,0, Latina , Lucero ,992,964,1,12.096774193548388,2,0,750.0
197,4.0,3,3,0,1,1,1,1,0,1, Arganzuela , Legazpi ,1094,1278,7,15.228426395939087,4,0,3000.0
180,3.0,4,5,0,1,0,1,0,1,0, Centro , Huertas-Cortes ,1355,1450,2,19.444444444444443,7,0,3500.0
50,1.0,1,1,0,1,0,0,0,0,0, Centro , Huertas-Cortes ,1355,1450,2,14.0,7,0,700.0
80,1.0,2,0,0,1,1,1,1,0,0, Barrio de Salamanca , Guindalera ,2079,1349,5,20.625,6,0,1650.0
110,2.0,2,1,0,1,1,1,1,0,1, Barrio de Salamanca , Guindalera ,2079,1349,6,12.727272727272727,6,0,1400.0
40,1.0,1,0,0,1,0,1,1,0,0, Barrio de Salamanca , Castellana ,2079,2512,3,28.75,8,0,1150.0
69,2.0,1,6,0,1,1,1,0,0,1, Barrio de Salamanca , Guindalera ,2079,1349,3,17.391304347826086,6,0,1200.0
140,3.0,2,2,0,1,1,0,0,0,0, Retiro , Ibiza ,1790,1462,2,14.285714285714286,7,0,2000.0
150,3.0,2,1,0,1,1,1,0,0,0, Retiro , Ibiza ,1790,1462,3,13.333333333333334,7,0,2000.0
72,2.0,1,5,0,1,1,1,0,0,0, Retiro , Ibiza ,1790,1462,2,20.833333333333332,7,0,1500.0
184,4.0,2,2,1,0,1,1,1,0,0, Retiro , Ibiza ,1790,1462,3,11.956521739130435,7,0,2200.0
110,3.0,2,4,0,0,0,1,0,0,0, Retiro , Ibiza ,1790,1462,1,25.454545454545453,7,0,2800.0
90,2.0,2,1,1,1,1,1,0,0,0, Chamartín , El Viso ,1950,3136,3,20.0,7,0,1800.0
170,3.0,3,4,0,1,1,1,0,1,0, Moncloa , Argüelles ,2151,1727,4,11.764705882352942,6,0,2000.0
178,3.0,2,1,1,1,1,1,0,1,0, Moncloa , Argüelles ,2151,1727,4,15.168539325842696,6,0,2700.0
110,3.0,2,9,1,1,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,4,14.545454545454545,6,0,1600.0
250,5.0,3,4,1,1,1,1,0,0,0, Chamartín , El Viso ,1950,3136,4,16.4,7,0,4100.0
150,3.0,3,6,1,1,1,1,1,0,0, Barrio de Salamanca , Castellana ,2079,2512,4,22.666666666666668,8,0,3400.0
40,1.0,1,4,1,1,1,1,0,0,0, Chamartín , El Viso ,1950,3136,3,29.975,7,0,1199.0
100,3.0,2,2,0,0,1,0,0,0,0, Centro , Chueca-Justicia ,1355,1709,2,18.0,8,0,1800.0
117,3.0,2,2,1,0,0,1,0,0,0, Centro , Chueca-Justicia ,1355,1709,1,16.23931623931624,8,0,1900.0
60,2.0,1,4,0,1,0,1,0,0,0, Moratalaz , Media Legua ,956,995,1,14.166666666666666,2,0,850.0
150,4.0,2,4,0,1,0,1,0,1,0, Barrio de Salamanca , Goya ,2079,1759,4,18.0,7,0,2700.0
95,2.0,2,3,0,1,1,1,0,1,0, Arganzuela , Legazpi ,1094,1278,6,13.894736842105264,4,0,1320.0
45,1.0,1,4,0,1,1,0,0,0,1, Arganzuela , Legazpi ,1094,1278,6,19.444444444444443,4,0,875.0
105,1.0,1,6,1,1,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,3,15.238095238095237,6,0,1600.0
40,1.0,1,3,0,1,1,1,0,0,0, Puente de Vallecas , Palomeras Bajas ,775,825,3,17.0,2,0,680.0
65,1.0,1,1,1,1,1,1,0,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,4,22.307692307692307,6,0,1450.0
65,1.0,1,2,1,1,0,1,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,2,16.923076923076923,8,0,1100.0
220,4.0,2,7,1,1,1,1,0,0,1, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,4,11.363636363636363,6,0,2500.0
59,2.0,1,2,0,0,1,0,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,2,17.796610169491526,8,0,1050.0
80,3.0,2,0,0,0,1,1,0,0,0, Barrio de Salamanca , Guindalera ,2079,1349,2,15.625,6,0,1250.0
104,2.0,1,2,0,1,1,1,1,0,0, Moncloa , Argüelles ,2151,1727,5,25.0,6,0,2600.0
151,3.0,2,3,0,1,1,1,0,0,0, Arganzuela , Legazpi ,1094,1278,4,8.940397350993377,4,0,1350.0
75,2.0,1,1,0,1,1,1,0,1,0, Barrio de Salamanca , Guindalera ,2079,1349,4,18.666666666666668,6,0,1400.0
60,1.0,1,3,1,1,1,1,1,0,0, Barrio de Salamanca , Guindalera ,2079,1349,5,20.833333333333332,6,0,1250.0
184,2.0,3,3,0,1,1,1,0,1,1, Chamberí , Almagro ,1671,2327,4,24.456521739130434,8,0,4500.0
70,2.0,1,4,1,1,1,1,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,3,20.714285714285715,8,0,1450.0
35,1.0,1,0,0,0,0,0,0,0,0, Retiro , Ibiza ,1790,1462,0,19.285714285714285,7,0,675.0
108,3.0,1,7,0,0,1,1,1,0,0, Moratalaz , Marroquina ,956,937,6,11.11111111111111,2,0,1200.0
22,1.0,1,1,0,0,0,0,0,0,0, Centro , Chueca-Justicia ,1355,1709,1,29.545454545454547,8,0,650.0
65,2.0,1,1,0,0,0,1,0,1,0, Arganzuela , Palos de Moguer ,1094,1075,2,13.846153846153847,6,0,900.0
116,2.0,1,6,0,1,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,3,12.931034482758621,6,0,1500.0
75,2.0,1,2,0,0,1,1,0,1,0, Barrio de Salamanca , Goya ,2079,1759,3,17.333333333333332,7,0,1300.0
85,2.0,2,3,0,0,1,1,0,0,1, Fuencarral , Mirasierra ,1744,2842,5,14.117647058823529,2,0,1200.0
174,2.0,3,2,1,0,0,0,0,0,1, Chamartín , El Viso ,1950,3136,2,18.39080459770115,7,0,3200.0
117,2.0,2,3,0,1,0,1,0,0,0, Chamartín , El Viso ,1950,3136,1,16.23931623931624,7,0,1900.0
45,1.0,1,3,0,1,1,1,0,0,0, Centro , Chueca-Justicia ,1355,1709,3,25.555555555555557,8,0,1150.0
99,1.0,1,4,0,1,0,1,1,0,0, Centro , Huertas-Cortes ,1355,1450,3,12.121212121212121,7,0,1200.0
132,3.0,2,4,0,1,1,1,0,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,5,12.5,6,0,1650.0
162,3.0,2,4,0,1,1,1,1,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,3,23.333333333333332,6,0,3780.0
97,1.0,1,1,0,1,1,1,0,0,0, Chamberí , Almagro ,1671,2327,2,26.443298969072163,8,0,2565.0
150,5.0,2,5,0,0,0,1,1,0,0, Fuencarral , La Paz ,1744,1615,3,11.333333333333334,2,0,1700.0
122,4.0,2,1,1,1,1,1,1,0,0, Fuencarral , La Paz ,1744,1615,7,13.319672131147541,2,0,1625.0
98,3.0,2,5,0,1,1,1,0,0,0, Usera , Orcasitas ,932,949,6,10.0,0,0,980.0
48,1.0,1,2,0,0,0,1,0,1,0, Centro , Chueca-Justicia ,1355,1709,2,28.645833333333332,8,0,1375.0
40,1.0,1,3,0,0,1,0,0,0,0, Retiro , Ibiza ,1790,1462,2,23.75,7,0,950.0
69,2.0,1,6,0,1,0,1,0,0,0, Centro , Lavapiés-Embajadores ,1355,1106,1,17.391304347826086,6,0,1200.0
160,3.0,3,7,1,1,1,1,1,0,0, Barrio de Salamanca , Castellana ,2079,2512,4,20.0,8,0,3200.0
280,4.0,3,7,1,1,1,1,1,1,1, Barrio de Salamanca , Castellana ,2079,2512,6,12.5,8,0,3500.0
130,2.0,2,4,0,1,0,1,0,0,0, Barrio de Salamanca , Goya ,2079,1759,1,21.153846153846153,7,0,2750.0
40,1.0,1,0,0,0,1,1,0,0,0, Moratalaz , Marroquina ,956,937,2,16.25,2,0,650.0
50,2.0,1,2,0,0,0,1,1,0,0, Moratalaz , Marroquina ,956,937,2,16.0,2,0,800.0
65,3.0,1,4,1,0,1,1,0,0,0, Latina , Lucero ,992,964,2,11.538461538461538,2,0,750.0
150,4.0,3,1,0,1,1,1,1,0,0, Fuencarral , La Paz ,1744,1615,6,11.0,2,0,1650.0
260,5.0,3,8,1,1,1,1,1,1,1, Fuencarral , La Paz ,1744,1615,8,13.461538461538462,2,0,3500.0
38,2.0,1,5,0,0,0,1,0,0,0, Villaverde , Los Ángeles ,843,946,0,19.736842105263158,2,0,750.0
65,3.0,1,3,0,0,0,1,0,0,0, Villaverde , Los Ángeles ,843,946,0,14.153846153846153,2,0,920.0
57,2.0,1,5,0,0,0,1,0,0,0, Villaverde , Los Ángeles ,843,946,0,12.701754385964913,2,0,724.0
150,2.0,2,2,0,1,1,1,0,1,1, Chamberí , Almagro ,1671,2327,4,19.333333333333332,8,0,2900.0
90,4.0,1,6,1,1,1,1,0,0,0, Chamberí , Gaztambide ,1671,1448,3,21.944444444444443,6,0,1975.0
90,4.0,1,1,1,0,0,0,0,0,0, Chamberí , Gaztambide ,1671,1448,1,20.555555555555557,6,0,1850.0
73,3.0,2,1,0,1,1,1,1,0,0, Villaverde , Los Rosales ,843,867,4,10.95890410958904,1,0,800.0
54,1.0,1,1,0,0,1,1,0,0,1, Arganzuela , Legazpi ,1094,1278,5,21.296296296296298,4,0,1150.0
30,2.0,1,1,0,0,0,0,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,0,20.0,6,0,600.0
105,1.0,1,6,1,1,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,4,15.238095238095237,6,0,1600.0
164,3.0,2,2,0,0,1,1,0,1,0, Centro , Palacio ,1355,1370,3,13.109756097560975,6,0,2150.0
140,2.0,2,2,0,1,1,1,0,0,0, Chamberí , Almagro ,1671,2327,2,19.285714285714285,8,0,2700.0
62,1.0,1,0,0,1,0,1,0,0,0, Barrio de Salamanca , Guindalera ,2079,1349,2,21.774193548387096,6,0,1350.0
150,4.0,3,1,0,1,1,1,1,1,1, Moncloa , Aravaca ,2151,2367,9,14.0,4,0,2100.0
169,3.0,3,3,1,0,1,0,0,0,0, Chamberí , Gaztambide ,1671,1448,3,13.609467455621301,6,0,2300.0
80,1.0,1,7,0,1,1,0,1,0,0, Chamberí , Gaztambide ,1671,1448,6,16.25,6,0,1300.0
51,1.0,1,2,0,1,1,1,0,0,0, Puente de Vallecas , Palomeras Bajas ,775,825,4,13.72549019607843,2,0,700.0
120,3.0,1,5,1,0,1,1,1,0,0, Barrio de Salamanca , Guindalera ,2079,1349,3,13.75,6,0,1650.0
65,2.0,1,3,0,1,1,1,0,1,0, Barrio de Salamanca , Guindalera ,2079,1349,4,18.46153846153846,6,0,1200.0
75,2.0,1,3,0,1,0,0,1,0,0, Latina , Lucero ,992,964,3,10.0,2,0,750.0
90,2.0,2,2,0,0,0,1,0,0,0, Latina , Lucero ,992,964,0,10.0,2,0,900.0
55,1.0,1,2,1,1,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,3,19.09090909090909,6,0,1050.0
51,1.0,1,2,0,0,1,0,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,1,15.490196078431373,6,0,790.0
140,3.0,2,3,1,1,1,1,1,0,0, Tetuán , Cuatro Caminos ,1190,1373,4,12.857142857142858,6,0,1800.0
100,3.0,2,4,1,1,1,1,0,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,3,14.5,6,0,1450.0
56,2.0,1,2,0,0,1,1,0,0,0, Retiro , Niño Jesús ,1790,2269,2,16.517857142857142,6,0,925.0
55,1.0,1,0,0,1,1,1,0,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,3,20.0,6,0,1100.0
94,2.0,2,1,0,1,0,1,1,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,3,17.02127659574468,6,0,1600.0
145,2.0,2,4,0,1,1,1,1,0,0, Centro , Chueca-Justicia ,1355,1709,4,18.620689655172413,8,0,2700.0
81,1.0,1,4,0,1,1,1,0,0,0, Centro , Chueca-Justicia ,1355,1709,3,12.345679012345679,8,0,1000.0
151,2.0,2,5,0,1,1,1,0,1,0, Centro , Chueca-Justicia ,1355,1709,3,17.218543046357617,8,0,2600.0
85,3.0,2,0,0,0,1,1,0,0,0, Moncloa , Argüelles ,2151,1727,2,14.705882352941176,6,0,1250.0
178,3.0,2,6,1,1,1,1,0,0,1, Moncloa , Argüelles ,2151,1727,4,15.168539325842696,6,0,2700.0
76,2.0,1,7,0,0,1,1,1,0,0, Villaverde , Los Rosales ,843,867,3,13.157894736842104,1,0,1000.0
150,3.0,2,2,1,1,1,1,0,1,0, Barrio de Salamanca , Castellana ,2079,2512,4,26.0,8,0,3900.0
50,1.0,1,4,0,1,1,1,0,0,0, Centro , Palacio ,1355,1370,2,24.0,6,0,1200.0
130,3.0,2,2,1,1,1,1,1,1,0, Barrio de Salamanca , Castellana ,2079,2512,6,18.846153846153847,8,0,2450.0
59,2.0,1,2,0,0,1,0,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,2,17.796610169491526,8,0,1050.0
97,3.0,2,5,1,1,1,1,0,1,0, Chamberí , Arapiles ,1671,1325,5,18.556701030927837,7,0,1800.0
60,3.0,1,2,0,0,0,0,0,0,0, Moratalaz , Media Legua ,956,995,1,12.5,2,0,750.0
102,2.0,2,8,0,1,1,1,1,0,0, Retiro , Ibiza ,1790,1462,4,21.568627450980394,7,0,2200.0
40,1.0,1,2,0,0,0,0,0,0,0, Retiro , Ibiza ,1790,1462,1,24.375,7,0,975.0
45,2.0,1,2,0,1,1,1,0,0,0, Barrio de Salamanca , Guindalera ,2079,1349,3,20.0,6,0,900.0
50,2.0,1,1,0,1,0,0,0,0,0, Barrio de Salamanca , Guindalera ,2079,1349,2,18.0,6,0,900.0
55,1.0,1,0,1,0,1,1,0,0,0, Moratalaz , Marroquina ,956,937,2,14.545454545454545,2,0,800.0
43,1.0,1,3,0,1,1,1,1,0,0, Barrio de Salamanca , Guindalera ,2079,1349,4,22.093023255813954,6,0,950.0
108,3.0,2,7,0,0,1,1,1,0,0, Moratalaz , Marroquina ,956,937,5,11.11111111111111,2,0,1200.0
60,3.0,1,3,0,1,0,0,0,0,0, Moratalaz , Marroquina ,956,937,1,12.5,2,0,750.0
52,1.0,1,4,0,1,1,0,0,0,0, Centro , Huertas-Cortes ,1355,1450,3,16.346153846153847,7,0,850.0
44,1.0,1,0,0,0,1,0,0,0,0, Centro , Huertas-Cortes ,1355,1450,2,20.454545454545453,7,0,900.0
60,2.0,1,1,0,1,1,0,0,1,0, Centro , Huertas-Cortes ,1355,1450,4,18.333333333333332,7,0,1100.0
104,1.0,1,3,0,1,1,1,1,0,0, Centro , Huertas-Cortes ,1355,1450,4,15.384615384615385,7,0,1600.0
79,3.0,1,6,0,0,1,1,1,0,0, Moratalaz , Media Legua ,956,995,2,11.39240506329114,2,0,900.0
75,1.0,1,3,0,1,0,1,0,0,0, Centro , Chueca-Justicia ,1355,1709,1,26.666666666666668,8,0,2000.0
67,2.0,1,6,0,0,0,0,0,0,0, Centro , Chueca-Justicia ,1355,1709,1,25.37313432835821,8,0,1700.0
140,4.0,2,3,1,1,1,1,0,0,0, Barrio de Salamanca , Guindalera ,2079,1349,3,18.571428571428573,6,0,2600.0
100,4.0,1,4,0,1,0,1,0,0,1, Fuencarral , Mirasierra ,1744,2842,5,15.0,2,0,1500.0
45,2.0,1,4,0,1,0,0,1,1,0, Centro , Lavapiés-Embajadores ,1355,1106,3,24.444444444444443,6,0,1100.0
85,1.0,1,1,0,1,0,1,0,0,0, Retiro , Pacífico ,1790,1185,2,11.764705882352942,5,0,1000.0
98,2.0,2,0,0,1,1,1,1,1,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,5,16.836734693877553,6,0,1650.0
70,3.0,1,3,0,0,1,0,0,0,0, Chamberí , Gaztambide ,1671,1448,1,20.0,6,0,1400.0
115,4.0,2,4,0,1,1,1,0,0,0, Chamberí , Gaztambide ,1671,1448,2,17.391304347826086,6,0,2000.0
65,2.0,1,4,0,0,0,1,0,0,0, Chamberí , Gaztambide ,1671,1448,1,15.23076923076923,6,0,990.0
53,1.0,1,5,0,1,1,0,0,0,0, Moncloa , Argüelles ,2151,1727,2,22.641509433962263,6,0,1200.0
84,2.0,2,3,0,1,1,1,0,1,0, Centro , Huertas-Cortes ,1355,1450,4,18.988095238095237,7,0,1595.0
70,2.0,1,0,1,0,1,1,0,0,1, Chamartín , Nueva España ,1950,2310,3,14.642857142857142,6,0,1025.0
117,2.0,2,3,1,1,1,1,0,0,0, Chamartín , El Viso ,1950,3136,5,16.23931623931624,7,0,1900.0
75,1.0,1,1,0,1,1,1,0,0,0, Chamartín , Nueva España ,1950,2310,4,18.0,6,0,1350.0
35,1.0,1,5,1,0,1,1,0,0,0, Chamartín , El Viso ,1950,3136,3,17.142857142857142,7,0,600.0
150,2.0,2,1,0,1,1,1,1,0,0, Chamartín , El Viso ,1950,3136,3,20.0,7,0,3000.0
180,3.0,3,6,1,1,1,1,1,0,0, Retiro , Jerónimos ,1790,3121,4,15.555555555555555,7,0,2800.0
54,1.0,1,2,0,0,1,1,0,0,0, Latina , Lucero ,992,964,4,15.37037037037037,2,0,830.0
98,3.0,1,5,1,1,1,1,0,0,0, Retiro , Jerónimos ,1790,3121,3,16.3265306122449,7,0,1600.0
255,5.0,2,6,1,1,1,1,1,1,0, Retiro , Jerónimos ,1790,3121,5,15.294117647058824,7,0,3900.0
175,2.0,2,2,1,1,1,1,0,1,0, Retiro , Jerónimos ,1790,3121,4,18.857142857142858,7,0,3300.0
140,3.0,3,5,0,1,1,1,1,0,1, Retiro , Jerónimos ,1790,3121,5,25.0,7,0,3500.0
130,2.0,1,2,0,1,1,1,0,1,0, Retiro , Ibiza ,1790,1462,4,15.384615384615385,7,0,2000.0
70,2.0,2,4,0,1,1,1,0,1,0, Barrio de Salamanca , Goya ,2079,1759,4,20.714285714285715,7,0,1450.0
60,2.0,1,2,0,1,1,0,0,0,0, Retiro , Ibiza ,1790,1462,3,16.666666666666668,7,0,1000.0
125,2.0,2,4,1,1,1,1,0,0,0, Retiro , Ibiza ,1790,1462,3,14.4,7,0,1800.0
50,3.0,1,2,0,1,0,1,0,1,0, Retiro , Ibiza ,1790,1462,3,26.0,7,0,1300.0
240,4.0,3,1,1,1,1,1,1,0,1, Chamartín , El Viso ,1950,3136,6,18.75,7,0,4500.0
155,4.0,3,7,0,1,0,1,0,0,0, Chamberí , Almagro ,1671,2327,1,18.06451612903226,8,0,2800.0
39,1.0,1,5,0,1,0,0,0,0,0, Centro , Chueca-Justicia ,1355,1709,2,32.05128205128205,8,0,1250.0
59,1.0,1,6,1,1,1,1,0,0,0, Chamberí , Almagro ,1671,2327,3,21.016949152542374,8,0,1240.0
55,2.0,1,4,0,1,1,0,0,0,1, Barrio de Salamanca , Goya ,2079,1759,4,23.636363636363637,7,0,1300.0
98,2.0,2,2,0,1,1,1,0,0,1, Arganzuela , Legazpi ,1094,1278,4,13.775510204081632,4,0,1350.0
95,2.0,2,2,0,1,1,1,0,1,0, Arganzuela , Legazpi ,1094,1278,6,12.631578947368421,4,0,1200.0
95,2.0,2,3,0,1,1,1,0,1,0, Arganzuela , Legazpi ,1094,1278,6,12.947368421052632,4,0,1230.0
95,2.0,2,2,0,1,1,1,0,0,0, Arganzuela , Legazpi ,1094,1278,5,13.68421052631579,4,0,1300.0
56,1.0,1,6,0,1,1,1,0,1,1, Barrio de Salamanca , Castellana ,2079,2512,6,26.785714285714285,8,0,1500.0
220,3.0,3,7,1,1,1,1,1,0,1, Barrio de Salamanca , Castellana ,2079,2512,5,19.09090909090909,8,0,4200.0
90,2.0,1,6,1,1,1,1,1,1,0, Chamberí , Gaztambide ,1671,1448,5,15.5,6,0,1395.0
50,2.0,1,4,0,0,0,1,1,0,0, Moratalaz , Media Legua ,956,995,2,17.0,2,0,850.0
100,3.0,2,7,1,0,1,1,1,1,1, Moratalaz , Media Legua ,956,995,7,14.5,2,0,1450.0
115,3.0,2,1,1,0,1,1,1,0,0, Moratalaz , Media Legua ,956,995,3,10.434782608695652,2,0,1200.0
92,3.0,1,2,1,0,1,1,0,0,0, Latina , Lucero ,992,964,2,11.956521739130435,2,0,1100.0
40,1.0,1,1,0,1,1,0,0,0,0, Chamberí , Arapiles ,1671,1325,3,18.75,7,0,750.0
35,1.0,1,4,0,1,1,1,1,0,0, Chamberí , Arapiles ,1671,1325,4,22.857142857142858,7,0,800.0
35,1.0,1,4,0,1,1,0,0,0,1, Tetuán , Cuatro Caminos ,1190,1373,4,20.0,6,0,700.0
65,1.0,1,8,1,1,1,1,1,0,0, Tetuán , Cuatro Caminos ,1190,1373,4,20.76923076923077,6,0,1350.0
90,1.0,1,4,0,1,1,1,1,0,0, Barrio de Salamanca , Goya ,2079,1759,4,15.555555555555555,7,0,1400.0
130,4.0,2,6,0,0,1,1,0,0,0, Tetuán , Cuatro Caminos ,1190,1373,2,12.307692307692308,6,0,1600.0
250,5.0,3,3,0,0,1,1,1,0,1, Fuencarral , Mirasierra ,1744,2842,5,10.0,2,0,2500.0
96,2.0,2,1,0,0,0,1,1,0,0, Villaverde , Los Ángeles ,843,946,3,11.239583333333334,2,0,1079.0
40,1.0,1,0,0,0,1,1,0,0,0, Moratalaz , Marroquina ,956,937,2,16.25,2,0,650.0
50,1.0,1,3,0,1,1,1,0,0,0, Moratalaz , Marroquina ,956,937,3,15.0,2,0,750.0
60,1.0,1,6,0,1,1,0,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,3,14.166666666666666,8,0,850.0
100,3.0,2,3,1,0,1,1,1,0,0, Moratalaz , Marroquina ,956,937,4,11.0,2,0,1100.0
61,3.0,1,0,0,0,0,1,0,0,0, Moratalaz , Marroquina ,956,937,1,14.754098360655737,2,0,900.0
140,2.0,2,7,0,1,1,1,1,0,0, Chamberí , Almagro ,1671,2327,5,19.642857142857142,8,0,2750.0
225,3.0,3,2,1,1,1,1,0,1,0, Centro , Palacio ,1355,1370,4,15.555555555555555,6,0,3500.0
40,1.0,1,3,0,1,0,0,0,0,0, Moncloa , Argüelles ,2151,1727,2,17.5,6,0,700.0
88,2.0,1,2,0,1,1,1,0,0,0, Moncloa , Argüelles ,2151,1727,2,33.75,6,0,2970.0
86,2.0,1,2,0,1,1,1,0,0,0, Moncloa , Argüelles ,2151,1727,2,22.674418604651162,6,0,1950.0
40,1.0,1,1,0,1,1,1,0,0,0, Puente de Vallecas , Palomeras Bajas ,775,825,3,20.0,2,0,800.0
130,2.0,2,5,1,1,1,1,0,0,1, Fuencarral , Mirasierra ,1744,2842,6,12.692307692307692,2,0,1650.0
80,2.0,2,3,0,1,0,0,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,1,35.4375,8,0,2835.0
100,2.0,2,5,0,1,0,0,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,1,32.4,8,0,3240.0
80,1.0,1,5,0,1,0,1,0,0,0, Barrio de Salamanca , Castellana ,2079,2512,1,27.0,8,0,2160.0
73,3.0,1,3,0,0,0,1,1,0,0, Villaverde , Los Rosales ,843,867,1,11.849315068493151,1,0,865.0
78,3.0,1,2,0,0,0,1,0,0,0, Villaverde , Los Rosales ,843,867,0,14.743589743589743,1,0,1150.0
42,2.0,1,1,0,0,0,0,0,0,0, Chamberí , Gaztambide ,1671,1448,1,20.238095238095237,6,0,850.0
81,1.0,1,0,0,0,0,1,1,0,0, Villaverde , Los Ángeles ,843,946,3,11.851851851851851,2,0,960.0
47,1.0,1,5,0,1,1,0,0,0,0, Centro , Huertas-Cortes ,1355,1450,4,22.340425531914892,7,0,1050.0
47,1.0,1,4,0,1,1,1,0,0,0, Centro , Huertas-Cortes ,1355,1450,3,20.851063829787233,7,0,980.0
66,1.0,1,4,0,1,1,0,0,0,0, Centro , Huertas-Cortes ,1355,1450,3,19.696969696969695,7,0,1300.0
50,1.0,1,3,0,0,0,1,0,1,0, Centro , Lavapiés-Embajadores ,1355,1106,2,18.0,6,0,900.0
89,2.0,1,1,0,0,1,1,0,0,0, Latina , Lucero ,992,964,3,8.98876404494382,2,0,800.0
220,4.0,3,7,0,0,1,1,0,0,1, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,3,12.727272727272727,6,0,2800.0
75,3.0,1,3,0,1,1,1,0,1,0, Tetuán , Cuatro Caminos ,1190,1373,4,24.0,6,0,1800.0
39,1.0,1,4,0,0,0,1,0,0,0, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,0,19.23076923076923,6,0,750.0
94,2.0,2,1,0,1,0,1,1,0,1, Chamartín , Bernabéu-Hispanoamérica ,1950,1875,4,17.02127659574468,6,0,1600.0
80,3.0,1,6,0,0,1,1,1,0,0, Fuencarral , La Paz ,1744,1615,4,12.25,2,0,980.0
85,3.0,1,5,0,0,0,0,0,0,0, Chamberí , Gaztambide ,1671,1448,1,14.117647058823529,6,0,1200.0
150,4.0,3,8,1,1,1,1,0,0,1, Chamberí , Gaztambide ,1671,1448,4,14.0,6,0,2100.0
